0,RussiaGate,"REPORT: FBI Obtained FISA Warrant For Trump Aide, Believed He Was 'Agent Of The Russian Government'","FBI,Trump Aide,The Russian Government","FBI, FISA, Trump, Russian Government",JanKimbrough,"fbi,trump aide,the russian government","['trump aide', 'fbi', 'russian government']","fbi,trump"
543,nan,*Tick-tock*tick-tock*,,nan,HiMaui,nan,[],nan
544,nan,"@LouiseMensch Well, look at that....",,nan,tvgirl222,nan,[],nan
545,nan,Former Trump Adviser Carter Page Was Being Monitored by FBI (Report)  (TheWrap),"Carter Page,FBI","Carter Page,FBI,Trump",ProducerThought,"carter page,fbi","['adviser', 'fbi', 'carter page']",fbi
546,nan,"Please Read &amp; share the following.  Imp. trump/russia info. 
 &amp;",,";;trump,russia;",crafticarolyn,nan,['russia'],nan
547,nan,@darionavarro111 Carter Page was not a Trump advisor? I call BS,Carter Page,"Carter Page,Trump;",alexb2877,carter page,"['carter page', 'a trump advisor']",carter page
548,nan,"A sad day indeed for emergency physicians and their patients, who may lose guaranteed coverage for ER visits thanks to . Terrible. ",ER,;,EmergencyDocs,er,[],nan
549,nan,house republicans just wanted to make it clear that they hate the american people.,,"house republicans, american",ebencom,nan,[],nan
550,"bisexual, lgbtnation",House Republicans pass shameful Obamacare repeal,House Republicans pass shameful Obamacare,"house republicans,obamacare",comingoutoz,house republicans pass shameful obamacare,[],house
551,"AHCA, townhall",Angry at @RepAnnWagner's  vote? Come to a  &amp; share your views! @FwdTogetherSTL @IndivisibleTeam @Indivisible_STL @RISEUP63122,,;;,1hippoallalone,nan,[],nan
552,nan,@RepJBridenstine you are evil,,nan,blissful1985,nan,[],nan
553,nan,"Death is freedom: Republicans pass Obamacare repeal bill: In a 217-213 vote in the House of Representatives, every…","Republicans pass Obamacare,House of Representatives","republicans, obamacare, house of representatives",mariatsmith,"republicans pass obamacare,house of representatives",['house of representatives'],nan
554,"AHCA, SaveACA","If you live in the following states, your Congress representative flipped. Put them on notice     ",,congress;,C_Muteba,nan,"['congress', 'representative']",congress
555,"Yoder, AHCA, LegislativeMalpractice",voted for the  without seeing the CBO scoring (cost and effects) of Obamacare 'repeal and replace' bill.,CBO,"cbo, obamacare",WJ_Press,cbo,[],cbo
556,nan,"Oh, what a fun time reconciliation will be. Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.",,;msm,phpress,nan,['msm'],nan
557,nan,I remain struck by the diversity. There's the guy in the yellow suit.,,;;,ErikLoomis,nan,[],nan
558,nan,Kudos to the 20 brave Republicans who faced down enormous pressure and followed their consciences and common sense against this travesty,,republicans,Sm4rtM0nk3y,nan,[],nan
559,nan,"those coal mining states beware you have the most to lose, no jobs, no vacations, no health care, no pre existing healthcare, or retirement ",,coal mining,Hst3,nan,"['pre existing healthcare', 'coal mining states']",nan
560,AHCA,"Michigan congressman @RepJohnConyers on the , now on its way to the Senate. ","Michigan,Senate","michigan, senate",SaraSantiago,"michigan,senate","['michigan', 'congressman', 'senate']",michigan
561,nan,"@amjoyshow Hurry, Convene The Death Panel: The House Republicans just passed Trumpcare.  ",Convene,"the death panel, house republicans, trumpcare",addison_dr,convene,[],house
562,AHCA,All those politicians are so smug. They don't give any fucks that people will die.,,;,ScribeShelly,nan,[],nan
563,ripgop,"Yes, on to the Senate where this'll be D.O.A. Like your seats next elections.

 ",Senate,senate;;,ha_bibti,senate,['senate'],senate
564,"AHCA, mildlynauseous",@TheLastWord @Lawrence Does  cover an epidemic of  ?,,;;,chenizot,nan,['lawrence does'],nan
565,"AHCA, RacismIsReal, Obamacare",Gross!!! Our nation is going backward ppl    saved me. My pinned tweet is no joke We must,,;;,JamesRusso2d3d,nan,[],nan
566,"ACHA, Obamacare",Dear @GOP Please stop calling yourselves CHRISTIANS! Or PRO-LIFE. You are neither of these things.,,christians; pro-life;,NabokovBlue,nan,['gop'],nan
567,"AHCA, ACA, RepealAndReplace, preexistingconditions",A Health Plan CEO Daydreams ...,,health plan,THCBstaff,nan,['a health plan ceo'],nan
568,nan,.@RosLehtinen my girl!,,nan,natiortega,nan,[],nan
569,AHCA,@RepChrisCollins WNYers know MOC exempted themselves from the worst parts of the  Your constituents wd like a word. Host a townhall.,MOC,wnyers moc; townhall,CindyNG,moc,[],nan
570,ObamaCare,I called it when I woke up this morning,,nan,k8egreenthal,nan,[],nan
571,nan,"This pic is what American Christians thinks represents the teachings of Jesus Christ.

Oh my fucking god! ","American Christians,Jesus Christ","american christians, jesus christ;;",Fuck_You_Twitr_,"american christians,jesus christ",['jesus christ'],"american christians,jesus"
572,AHCA,Statement from @SenDeanHeller on . Not on board with current form.,,;,theschnittshow,nan,[],nan
573,nan,"Guess I'd better not get sick, have children or get older ??? ",,nan,Spookieloo92,nan,[],nan
574,nan,"thehill: ""Vote to repeal ObamaCare spells doom for House Republicans""  ",House Republicans,"obamacare, hosue republicans",Angelus1701,house republicans,[],house
575,ObamaCare,#NAME?,,nan,OPSVeracity,nan,[],nan
576,nan,"@ABCPolitics Why I will never vote democratic AGAIN. Goes 2 show how close-minded @HouseDemocrats R. But singing?  these a
R children not leaders.",,;;;;,DividedxWe_FALL,nan,[],nan
577,nan,"Disgusting, @SusanWBrooks , voting to let thousands of Americans lose  coverage to give tax breaks to the rich.   ",,americans,KathyM_0962,nan,[],nan
578,AHCA,Thank you @RepThomasMassie for voting no on,,nan,twilabrase,nan,[],nan
579,"healthcare, bill, aca, ahca",Probably the real reason for the GOP celebrations at the WH just now.,WH,"gop, wh",hanslejeune,wh,['gop'],gop
580,nan,House Republicans are hoping that Senate will not kick the ball back to House before Nov 2018 when the chips will fall where they may.,House Republicans,"house republicans, senate, house, nov 2018",RobertHoustonII,house republicans,['senate'],"house,senate,house"
581,nan,He had no intention to listen to his constituents...,,nan,nutmom123,nan,[],nan
582,AHCA,"Republican idea is insurance companies are just going to drop premiums, cover more for less because they've done that before - ever
",,republican,Nataya,nan,['insurance companies'],nan
583,nan,They are only PRO-BIRTH.  Not PRO-LIFE.,,pro-birth; pro-life,redsvt1,nan,[],nan
584,nan,"When House Republicans secured their 216th “yes” on the American Health Care Act Thursday, Democrats immediately...",,"house republicans,  american health care act",QkTipcom,nan,[],house
585,Obamacare,Let's go Michelle. We are off the hook before it imploded. Suckers,Michelle,michelle;;,jknightlinger,michelle,[],nan
586,nan,FUCK THEM,,nan,Jefflez,nan,[],nan
587,AHCA,"The Republicans heard the cries of millions who wanted healthcare, they did the opposite and did what insurance giants wanted. ",,republicans,DanPhetamine70,nan,['insurance giants'],nan
588,nan,"Honestly what IS our government anymore, on both sides?! ",,nan,LANDO__Lakes,nan,[],nan
589,GOP,Live shot of  Congress celebrating a vote to strip millions of healthcare and literally sentence people to death.,Congress,congress,RealChrisCal,congress,['congress'],congress
590,AHCA,killed Jason Blossom,Jason Blossom,jason blossom,AndrewAulthouse,jason blossom,['jason blossom'],jason blossom
591,"Suckers, AHCA","You half wits that voted in this mess - didn't think he'd take away YOUR healthcare, did ya?  ",,nan,chasingsunny16,nan,[],nan
592,AHCA,Hey @Heineken can you stage an ad with some GOP congressmen and their sick constituents who might die now? Will that help?,GOP,gop;,libbyjones715,gop,"['gop', 'heineken']",gop
593,AHCA,Please support @MikeLevinCA runs for Congress against @DarrellIssa what voted YES on,Congress,congress,ManduhMarlowe,congress,['congress'],congress
594,nan,"@realDonaldTrump 
U did a good thing today U made sure all the house republicans will get to go home.
They will lose their seat and be hated",,;;,vicki_vickers,nan,[],nan
595,"F4F, RT, news, Did",Republicans just wave bye-bye to their House majority? - Washington Post,Washington Post,"republicans, house; washington post",WorldNews707,washington post,"['house', 'washington post', 'washington post']","house,washington post"
596,Obamacare,Cool!!!! Affordable Care Act  Drove Down Personal Bankruptcy - @ConsumerReports,,;affordable care act,EddyConnors,nan,[],nan
597,AHCA,The KKK (out of uniform) deciding what's best for America.,America,"kkk, america",flo_rizer,america,"['america', 'kkk']",kkk
598,"democrats, Republican, Puritans, AHCA",For all d people who didn't vote cause  weren't for single payer i hope you are happy with the  version,,nan,iloanya1,nan,[],nan
599,AHCA,Just when you think things cant get worse? These fucks never disapoint.,,;,Chileno01280,nan,[],nan
600,AHCA,"1.) Domestic violence is a pre condition according to the , along with the huge almost 1 Trillion Medicaid cut, wife beaters paradise",,;medicaid,CaptainCrabs,nan,[],nan
601,nan,"Maybe I missed it, but I didn't see a single comment here saying you did the right thing. Party over country @RepKinzinger. We all see it. ",,;;,LelandYachtClub,nan,[],nan
602,nan,OBAMA HAS FAILED THE AMERICAN PEOPLE! His loyalty was to his Muslims in the hood. He fooled black+white America. What did he do for you?,"OBAMA,America","obama, american people; muslims; america;",IrresistibleDJT,"obama,america",[],obama
603,nan,Disappointed with CA republicans for towing the line and following blindly. Thought you were better than that.,CA,ca;,erichwithach,ca,[],nan
604,nan,Exactly! Putting their seats in jeopardy for nothing! Way to go House Republicans!,House Republicans,;;house republicans,SheilaPettifor2,house republicans,[],nan
605,nan,"Local Rotund Toddler Dismantles Constituents' Health Care, Demands Treats ","Health Care,Demands Treats",nan,matthew_massie,"health care,demands treats",[],nan
606,nan,This is a Must. Every republican who voted Yes today has got to go.,,;republican,cristo_monte,nan,[],must. every republican
607,AHCA,"@IvankaTrump Thank you, Ivanka!  is splendid. ",Ivanka,ivanka;,kim,ivanka,[],nan
608,"DEMS, AHCA, WeThePeople, BS, PJNET",".@GOP is JUST like , shoving   down our throats that NO ONE has read!  s/ have month to rvw B4 vote! More !",,;;,Evilpa,nan,['gop'],nan
609,"Trump, AHCA","Yet another  lie or as Ann Courter puts it... he just ""bull sh*ts"".  bad for women who are charged more for insurance than men ",Ann Courter,ann courter;;,LovelyRita1022,ann courter,['ann courter'],ann courter
610,AHCA,1. A battered woman pays extra for health care while the guy who beat the shit out of her doesn't.,,;,mrbabypants,nan,[],nan
611,nan,you hear that? Fuck all of them.,,;,Apt104,nan,[],nan
612,AHCA,Take note. This is just one consequence of the .,,;,belindabeezz,nan,[],nan
613,AHCA,"@rlgordon18_ruth   Yea Ruth, but the sky is falling! Most of these folks don't even rely on O'care for their insurance. They're just loving crying again","Ruth,O'care",ruth;o'care';,ALMtnMan30cal,"ruth,o'care",[],nan
614,nan,Senate Republicans Already Say the House Health Care Law ‘Falls Short’,," senate republicans, house, health care law",MillarMatthews,nan,[],senate
615,AHCA,"Ignorance is the most curable, but most dangerous, disease. ",,nan,MsAJBossypants,nan,['disease'],nan
616,nan,Welp.,,nan,LaurenEMorrill,nan,[],nan
617,nan,"""We've been at this Dave Matthews concert for 75 years""",Dave Matthews,dave matthews,suzannishly,dave matthews,['dave matthews'],dave matthews
618,nan,Democrats broke into this chant after House Republicans voted to repeal Obamacare,House Republicans,"democrats, house republicans, republicans, obamacare",SocialLifeMiami,house republicans,[],"house,obamacare"
619,OBAMACARE,"Trump has made it clear and House Republicans have too.
They don't care too much about you.
, TRUMP DON'T
  ","Trump,House Republicans,TRUMP DON'T","trump, house republicans;;trump",ErinRHazel,"trump,house republicans,trump don't",[],"trump,house"
620,"ahca, 50StateStrategy, 2018Race, Drumpf, FlipTheCongress","Hey @DNC, 217 seats just became vulnerable in the House.",,house,The_Guze,nan,[],nan
621,"Obamacare, AHCA","House Republicans did their job and the left can't take it. Sorry losing isn't fun, not that I know what that feels like. ?
",House Republicans,house republicans;,BooBooNyc,house republicans,[],house
622,AHCA,Here's how every single person in the House voted on,,house,ProPublica,nan,[],house
623,AHCA,"Republican  ""would erase the coverage gains of [ACA] &amp; leave 24 million more people uninsured"" @CNNMoney",Republican,"republican,aca",LawyersVSLupus,republican,[],nan
624,AHCA,"@RepRooney @TomRooney 
Floridians will not forget your YES vote today on . Today you put Party before constituents &amp; we do not forget.",,;floridans;,TraciLN1164,nan,[],party
625,nan,Call your Senators AND the Representatives that voted for this bill.,Representatives,"senators, representatives",LWVNYC,representatives,[],nan
626,AHCA,"Hey @SenatorMenendez and @CoryBooker, just wanted to confirm you'll both be voting ""NO"" when the  hits the Senate, right?",,senate,jp_polewczak,nan,['senate'],nan
627,"preexistingconditions, AHCA","RT if you:

-Have a mental illness 
-Care about someone with a mental illness 

 
",,;;;;;;;,chasestrangio,nan,"['illness', 'mental illness', 'rt']",nan
628,AHCA,Is soulless asshat a pre-existing condition?,,nan,muchredink,nan,[],nan
629,"AHCA, disgusting","But honestly, how can you call yourself 'a civilized country' if health is not a right but a privilege?  ",,nan,ammit_,nan,[],nan
630,nan,"You're a special kind of ""stupid"" aren't you. ",,nan,janis11121948,nan,[],nan
631,"AHCA, Trumpcare","The asshole brigade. 
  ",brigade,nan,blueplanetradio,brigade,[],nan
632,nan,We must speak louder at the polls. Those who voted for this MUST be held accountable. Party affiliations can't come before human lives.,,;;,PWJonesSr,nan,[],nan
633,AHCA,Voice your concern to reps - now. Proposed  bill will do serious harm to...  by  via @c0nvey,reps,;;,ilhanbahar2001,reps,[],nan
634,"obamacare, aca, ACARepeal, Portland, healthcare, healthinsurance","Healthcare bill passed, what does it mean?       ",,healthcare,HealthPlansinOR,nan,['healthcare bill'],nan
635,"AHCA, ThankyouTrump",for relief from the  failed Obamacare.,,obamacare,Elohim_Gadol,nan,[],nan
636,nan,Remember their names.,,nan,bforberenice,nan,[],nan
637,AHCA,".@repdonbeyer TY for the ""no"" vote on  The bill puts Medicaid 4 kids at risk! All children need health coverage",The bill puts Medicaid,medicaid;,speaknowforkids,the bill puts medicaid,[],medicaid
638,nan,why are republicans celebrating the repeal and replace obamacare bill going thru the house when it hasn't even gone thru the senate yet LOL,,"republicans, obamacare",ASAPthottie,nan,['senate'],nan
639,AHCA," discriminates against mothers, children, seniors, individuals with disabilities, and the sick. This is shameful -- lives are at stake.",,;,therealezway,nan,[],nan
640,AHCA,New Health Hashtag ?,,nan,healthhashtags,nan,[],nan
641,"AHCA, ACA",My take as a socialist as to how we deal with the health insurance war. If you like the vid retweet it.,,socialist;,TabrisThe17th,nan,['health insurance war'],nan
642,nan,"You lied, Barry, and now your legacy is going to die. Of course, if that's your idea of a legacy you've got bigger problems than that. ",Barry,barry;,NFloridaWriter,barry,[],nan
643,VoteNoAHCA,Pro-life extends beyond 9 months gestation  ??,,nan,innermamlogue,nan,[],nan
644,nan,THANK THESE GOP House members who put their constituents FIRST. ????,,"gop, house;",j_smithcameron,nan,['gop house'],gop house
645,AHCA,"Destroyed over the sad news about . I want to go home and use a ""sick day"" but that might later be considered a pre-existing condition.",,;,DavinDuhamel,nan,[],nan
646,nan,This from the same drooling moron who declared there would be nothing....,,nan,Van_der_Leun,nan,['same drooling moron'],nan
647,nan,And Democrats are stunned as to how they lost in 2016.,,democrats,AmazinDavey,nan,[],nan
648,nan,"""Give him a chance,"" they said. ",,nan,RonlynDomingue,nan,[],nan
649,"Trump, Obama, TheGOP, Obamacare",just took a giant step toward undoing 's greatest legacy     @Independent,,nan,iamjony94,nan,[],nan
650,"Trumpcare, AHCA, Obamacare, FucktheGOP","Get ready to sing ""Nah nah nah"" in 2018, GOP. This is why I left the Republicans years ago.",GOP,gop; republicans,BostinPat,gop,['gop'],nan
651,AHCA,"@chrislhayes @maddow @Lawrence Please say..those Congress vote yes on ,constituents will vote them out 2018,Dems may get House majority",Dems,"; congress, dems, house",nickibabylove,dems,"['congress vote', 'vote', 'congress', 'house']","congress,house"
652,AHCA,"On Tuesday, November 6th, 2018, 

I will be voting for more House Republicans and Senators, since they are keeping promises.",House Republicans and Senators,";;house republicans, senators;",ScottPresler,house republicans and senators,[],house
653,nan,@GeneralLeiaDC @RepAlexMooney I'll vote for you. House Republicans should be ashamed.,,;house republicans,Gabaldona8,nan,[],nan
654,Trumpcare,These 24 GOP swing state reps voted “yes” for  (which cares not). They're up for re-election in 2018!,,gop;,ChivasSandage,nan,['gop'],gop
655,nan,"@SueinRockville Hurry, Convene The Death Panel: The House Republicans just passed Trumpcare.  ",Convene,"death panel, house republicans, trumpcare",addison_dr,convene,[],house
656,midterms2018,REMEMBER,,nan,suzysayshi2u,nan,[],nan
657,AHCA,I have some very serious concerns about 's impact on WV. The Senate needs to take a breath &amp; think it through:,WV,wv;senate,BlakeHumphrey_,wv,"['senate', 'wv']",senate
658,AHCA,@Alex_Micati @agnesbookbinder Almost makes death sound pleasant.,,nan,stacy_koster,nan,[],nan
659,AHCA,@RepCharlieDent Thank you @RepCharlieDent for saying no to .,,nan,deb_budd_sw,nan,[],nan
660,AHCA,How can us as humans stand by and watch this orange alien destroy our country wow sad day america,,america,oneworrell,nan,[],nan
661,Obamacare,Now the House can say they delivered on Repeal &amp; Replace . Now it will be up to the Senate and I am sure 2 committee! @POTUS w/C,Senate,house;senate;,golfnut6968,senate,['senate'],"house,senate"
662,ahca,United States of West America and United States of East America have nice rings to them. United States of Flyover America? Not so much,"United States of West America,United States of East America,United States of Flyover America",";united states of west america, united states of  east america;united states of flyover america",ocunregistered,"united states of west america,united states of east america,united states of flyover america","['united states', 'united states', 'united states', 'america', 'west america', 'west america', 'east america', 'east america', 'flyover america']","united states of west america,united states of east america,united states"
663,"AHCA, Obamacare, Trumpcare, ACA, TRUMP"," Haiku:

Repeal getting real
Repubs lack humanity --
Make them rue the day.

    ",,haiku;;;;;;,socialchanger,nan,['haiku'],nan
664,AHCA,"The House narrowly passed the  health care bill, 217 to 213. But it still has to pass the Senate before becoming law.",The House,house;senate,CCCAction,the house,['senate'],"house,senate"
665,VoteThemOut,eat shit.,,nan,mandoface,nan,[],nan
666,Obamacare,bye Obamacare. won't miss ya,,obamacare;,MrsElite2016,nan,[],nan
667,"AHCA, Trumpcare",The @HouseGOP = millionaires with socialized heath care who celebrate taking healthcare away from non-millionaires.,,nan,laurakramer22,nan,['healthcare'],nan
668,nan,"Yo democrats, I'm with ya and all but in the mean time , people are gonna die. This isn't a sporting event ya assclowns. ",,democrats;,AaronTiberius,nan,[],nan
669,AHCA,Our Statement on House Passage of the American Health Care Act ():,,"house passage, ,american health care act",Easter_Seals,nan,[],nan
670,"preexistingconditions, obamacare",Michael Savage: If you have anxiety go suck on a lollipop.,Michael Savage,michael savage,FranMFarber,michael savage,['michael savage'],nan
671,AHCA,I can not recall a day where I have been so angry so many different times to the point of seeing stars. Multiple issues. One @Potus,,;;,UniteWomenSC,nan,[],nan
672,AHCA,"@NancyPelosi WINNING 

 ",,nan,TwoDanielSharp,nan,[],nan
673,AHCA,@RepTomMacArthur You are a sexist monster. Rape and assault is not a precondition women should be denied healthcare for.,,;,ElevatedDream,nan,[],nan
674,nan,Remember folks- these are grown up adult men &amp; women elected to Congress. Acting like toddlers I might add! ?,Congress,congress;,purpledalmation,congress,['congress'],nan
675,nan,The whole thread,,nan,Scone_Mason,nan,[],nan
676,AHCA,The Arc Responds to House  Passage of : “Shows callous &amp; dangerous disregard 4 wellbeing of ppl w disabilities”,The Arc,"the arc,  house passage",LuzCoArc,the arc,[],nan
677,nan,"The House Just Passed a Bill to Rewrite Obamacare ""House Republicans say their bill repeals the ACA. Instead, it l… ",House Republicans,"house, obamacare, house republicans, aca;",max_follow,house republicans,[],nan
678,AHCA,"This is true: ""It’s a bill that’s sold on a giant pack of lies""  ",It’s,nan,BobDohertyACP,it’s,[],nan
679,"AHCA, CACA, Trumpcare, neverforget, VoteThemOut",The cruelty of,,nan,annalynnmartino,nan,[],nan
680,AHCA,HRW calls on US Senate to reject  legislation as an unacceptable attack on the right to health care for all  …,US Senate,"hrw, us senate",HRW_Miami,us senate,['us senate'],us senate
681,"VOTE2018, GOP",the  out,,nan,grrilatweet,nan,[],nan
682,nan,A similar situation to Type 1 diabetics on too low an income. Or... the US equivalent of...me.,Type 1,type 1 diabetics;;us;,MarkMurphy66,type 1,['us'],us
683,nan,Want to take immediate revenge on House Republicans who voted to destroy health care? Here's how :,House Republicans,house republicans;,TheFugitivePoet,house republicans,[],house
684,VoteAmodeiOut,cc @MarkAmodeiNV2 take a good look.  We will not forget.,,;,LVAnnie,nan,[],nan
685,"AHCA, TheResistance",.@realDonaldTrump Oops. Cock.,,;,DaddyHopp,nan,[],nan
686,"Obamacare, Repeal",Senate GOP to Snub House   Bill and Write Its Own  via @bpolitics,Snub House,senate gop,kjilly,snub house,['gop'],"senate gop,bill"
687,AHCA,"Comments from @repdonyoung on his support for ACA repeal/, via @lruskin
 ",,aca,ZachHughesAK,nan,[],nan
688,AHCA,"@swingleft  Vote the evil, laughing jackasses out.
",,nan,jenh58,nan,[],nan
689,AHCA,"Yay, we actually got $omething done! Sure the vote was 217 to 213, but 217 to 213 means YOU LOSE your health insurance.",,;,BigBrotherTrump,nan,['health insurance'],nan
690,AHCA,"Does @CongCulberson have an opponent for his seat yet? If not, swear I will run against him. I'm that mad.
@actblue
@texasdemocrats
",,;;;;;,margcellent,nan,[],nan
691,nan,The Republican party is the most superficial men and woman in this country they  don't stand for anything but them self just like Donald,"The Republican,Donald","republican party, donald",CandykaneKitten,"the republican,donald",['republican party'],"republican party,donald"
692,nan,Love it! Now let's make it a reality!,,;,nolababe,nan,[],nan
693,nan,The GOP health bill will take away mental health care. @RepMeehan We're supporting your opponent.,,gop health bill;,mrshellwinger,nan,['gop'],gop
694,nan,It's actually a lot bigger than that...higher than Mt. Everest.,Mt,;mt. everest,ArcheundHaus,mt,['mt. everest'],mt. everest.
695,"gopistheswamp, AHCA",@GOP  I truly hope What goes around comes around for 217 of you,,nan,MFLORIOCAN,nan,['gop'],nan
696,AHCA,This was all politics and arm twisting. No true research done or consideration taken for the millions of lives it will affect.,,;,Titou4004,nan,[],nan
697,nan,Thank you to those who voted yes. We need a redo on unaffordable obamacare,,;,MizTiques7,nan,[],nan
698,nan,"@billmaher @refooksjr @senfranken @tomhanks 

No hearings. No CBO score. No vetting. No debate. So...no one knows.

    ",,;;;cbo;;;,Once_Hugo_Black,nan,[],nan
699,obamacare,The free market will fix the  disaster after the congress lifts the burden.,,nan,_GriffTheGreat_,nan,[],nan
700,"Obamacare, Trumpcare",GOP Takes Ownership Of Failing  With  Vote That Doesn't Repeal Obamacare,,"gop, obamacare",aubrynathome,nan,['gop'],gop
701,AHCA,Today republicans proved that they no longer have the interests American citizens in mind. Only the pocketbooks of the rich.,,"republicans, american;",LeapusGames,nan,[],nan
702,"Obamacare, FACT","With  I
- Couldn't keep my doctor
- Couldn't keep my plan
- Paid Higher Premiums
- Had Higher Deductible
- Had Less Coverage
",,;;;;;,MargaretClancy,paid higher premiums,[],nan
703,AHCA,My Sims City has better health coverage than .,Sims City,sims city,lisaomalleyca,sims city,['sims city'],sims city
704,AHCA,"As a Canadian, I can assure you that universal healthcare is one of our proudest/most treasured accomplishments. This makes me sad.  ",,canadian;,RatherUnwitting,nan,['universal healthcare'],nan
705,AHCA,Can anyone name one good thing about the ? Seriously.,,;,musingsofmegan,nan,[],nan
706,nan,Support @DFL3CD  to find candidate to CRUSH @RepErikPaulsen in '18. Will NOT forget his vote for !,,;,SueScottMN,nan,[],nan
707,nan,Socialist medicine fails when the rich run out of money. Plus your new world is being invaded by third world savages.,,socialist;,Bigger_Bull,nan,[],nan
708,"AHCA, TheResistance",A Little-Noticed Target in the House Health Bill: Special Education  @RepLanceNJ7,,house health bill,JSavoly,nan,[],nan
709,"tcot, ccot, Obamacare, ObamaLegacy, Failure, Libtards, GOP",House HAS VOTES Now To REPEAL OBAMACARE! [VIDEO],House,"house, obamacare;",Czarcraft_,house,[],nan
710,AHCA,.@RepAndyHarrisMD You're a big piece of shit! Thanks for you sticking by your party and not the country,,;,rmurphyartist,nan,[],nan
711,AHCA,"Maybe it is time voting for the  became a preexisting condition. Untreatable and terminal at mid-term elections, 2018.",,;,AltPeapup,nan,[],nan
712,nan,"Remember their names(1/2):
@RepLaMalfa
@repmcclintock
@reppaulcook
@RepJeffDenham
@RepDavidValadao
@devinnunes…",,;;;;;;;,banditelli,nan,[],nan
713,nan,what,,nan,retrocampaigns,nan,[],nan
714,AHCA,"Dems to GOP after AHCA vote: 'Hey hey hey, goodbye' That's Awesome! The  Sucks  ","GOP,AHCA","dems, gop, ahca;",vela_mary,"gop,ahca",['gop'],"gop,ahca"
715,nan,@janekleeb @NebraskaDems We need to work with everything we've got to turn NE house seats in 2018.,,"ne, house",sunkist111,nan,[],nan
716,"AHCA, voteoutGOP","Nailed it. Tear up your ""Christian"" cards, you snakes.
  ",Christian,christian;,jitterymoose,christian,[],nan
717,"AHCA, MAGA","You can thank old, rich, white men for the lives that will be lost/taken away because of this  ",rich,nan,em_shz,rich,[],nan
718,"AHCA, Religiousliberty","How's that mild nausea, Comey?  ",,comey,jooblee,nan,[],nan
719,nan,"Come time for reelection, they will hear a large collective chorus of ""Don't let the door hit you...."" ",,nan,CIAspygirl,nan,[],nan
720,nan,"They'll rue this day. In fact, I doubt they'll sleep well tonight. ",,;,snooze_cat,nan,[],nan
721,"obamacare, AHCA","Don't worry Libs, Bleeding Hearts will still be covered under the AHCA  ",Bleeding Hearts,"libs, ahca",jmillst1234,bleeding hearts,[],ahca
722,"GOP, AHCA, GodFuckingDamnit, America, Backtracked",We're all as good as dead because the foxes are running the henhouse.     isn't America now.,America,; america,giveawaytrigy,america,['america'],america
723,AHCA,"This is removing federal troops from a Reconstruction South.

This is trickle-down economics.

This is called a win.

",,reconstruction south;;;;;;,HDickmeyer,nan,[],nan
724,nan,"You forgot one... Voted to make rape a pre-existing condition so women will fear to report and lose insurance. Be bold, you did this.  ",,;;,UrbanMilkmaid,nan,[],nan
725,nan,"Yes, celebrate ridding millions of americans of a healthy future where they won't have to choose between life-saving medication and food. ",,nan,DerMonarch,nan,['food'],nan
726,"Trumpcare, voters, KILLTHEPOOR",Watch this quick vid as  make easy prey out of their own !  Oh yes and be sure to  the next time too!,,;,Jennifer_Rising,nan,[],nan
727,AHCA,@thatbilloakley As someone with a pre-existing condition....Everyone who voted for the  can go fuck themselves.,,nan,iamTannenbaum,nan,[],nan
728,nan,Evil.,,nan,AdriaSkywalker,nan,[],nan
729,AHCA,"Anyway! Teaching two spin classes tonight to help stay healthy/ahead of the opposition. I still need to take insulin, but ¯\_(?)_/¯

",,;;insulin,TeriKern,nan,[],nan
730,AHCA,Call YOUR REPS WHO VOTED YES. Direct action at constituent office near you. SHOW your senators that a vote for  is political suicide.,constituent,;;,JazelleAH,constituent,[],nan
731,nan,"I can afford the chemotherapy that I take along with the other drugs that I need daily. Without these drugs, I die. No drugs, smoking, ? NO ",,;;,supermodelsonya,nan,"['chemotherapy', 'chemotherapy']",nan
732,MAGA,Nothing puts a smile on my face faster than seeing a LibNAZI cry.,,libnazi,KriensL,nan,[],nan
733,nan,Your daily reading.,,nan,jchasbeck,nan,[],nan
734,"Trumpcare, Obamacare",GOP &amp; DNC are the pingpong paddles. Citizens are the ball.,,"gop, dnc;",nnnTheCode,nan,['gop'],"gop,dnc"
735,AHCA,Maybe @SpeakerRyan should go to work at a Job and Family Services for a week. Or a hospital. Or a free clinic. Or a detox center.,Family Services,family services;;;,E_Fish,family services,[],family services
736,"IAmAPreexistingCondition, AHCA",Female. Disabled from being the meat in 3-car sandwich. Anxiety. Depression. Asthma. Rosacea. IBS. NCAH.,,;;;;asthma;risacea;ibs;ncah,Claire_Sentient,nan,[],nan
737,"AHCA, Shame","The men responsible for saying domestic abuse, abortions, and being pregnant is a pre- existing condition.  ",,nan,hishi_pradhan,nan,[],nan
738,AHCA,the  is a complete joke.,,nan,dakotancarroll,nan,[],nan
739,nan,@GOP F**k all of you. House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol,House Republicans,";house republicans, obamacare",Luminae,house republicans,['gop'],nan
740,AHCA,"GOP celebrating like they won the game. While in actuality, they have a one point lead at halftime.   ",,gop;,mwthewiz,nan,['gop'],gop
741,AHCA,"How do those in power get their sick jollies off? 
Today was a good example. 
",,;,dasandman500,nan,[],nan
