ID,#ofRT,HashTags,TweetId,Date,TweetText,URLs,User,Numbers
906,0,,8.63592579492958E+017,2017-05-14 03:11:30,You get none.  Your ancestors started this shit back in the mid 1400's. ,https://twitter.com/Stevenwhirsch99/status/863530686929670146,AetherOfLove,1519
988,2,WhitePeople,8.63592646513767E+017,2017-05-14 02:17:43, are the only only racial group in this country who is accused of racism on a daily basis. When most of it today is against us!,,violin002,1517
86,212,,8.63591861683982E+017,2017-05-14 00:23:02,Didn't y'all kill him? ,https://twitter.com/mikandynothem/status/863536480215379968,BlackNerdJade,1515
602,0,,8.63592298931769E+017,2017-05-14 03:10:23,"Created and built on the back of Black slaves you mean.

I fixed it for you. ",https://twitter.com/disspat/status/863591064032092160,cmbsweden,1501
2053,4,WhitePeople,8.63593553083081E+017,2017-05-14 02:45:52,You'll miss us.  ,,CorintheansXIII,1499
40,123,,8.63591832680378E+017,2017-05-14 00:20:29,"There's little more childish than a white person losing their shit because someone asks them to consider other experiences.

",,3illSweet,1498
390,1,WhitePeople,8.63592122750046E+017,2017-05-14 03:06:41,@Trend_Spitter Making fun of  is going out of style fast. Just a heads up.,,OldSchoolfan12,1486
1577,1,,8.63593146860614E+017,2017-05-14 00:08:41,Flip &amp; RT this poll... ,https://twitter.com/JonJ_L973/status/863517331733061633,9975Ts,1485
37,0,"Eurovision, UFC211, Portugal, WhitePeople",8.63591826254553E+017,2017-05-14 03:08:30,George Soros thinks he's God   i   ,http://articles.latimes.com/2004/oct/04/opinion/oe-ehrenfeld4,TopzShriraj,1483
737,1,WhitePeople,8.63592427764011E+017,2017-05-14 02:32:40,"  There are two kinds of republicans; 

Billionaires and Suckers. 

Check your wallet to see which one you are.",,jordantylandyln,1470
138,0,,8.63591909377421E+017,2017-05-14 03:08:50,I actually say this and shout it out of windows while riding through The District. Gentrification is why Our girls are missing.. ..sooo... ,https://twitter.com/i/web/status/863591909377421312,AetherOfLove,1469
316,447,WhitePeople,8.63592045751017E+017,2017-05-13 21:14:04,"This says it all!
 ",,Isilchaser,1468
1517,45,WhitePeople,8.63593108369359E+017,2017-05-14 00:48:46,Liberals policies have enslaved minorities to the state.  ,,dianedavis8180,1467
41,0,WhitePeople,8.63591733875151E+017,2017-05-14 03:08:08,BAD ASS  ,,msm_polls,1466
2052,66,WhitePeople,8.6359355286918E+017,2017-05-13 21:47:39,Dear  ,,longgoneblond,1462
659,0,LOSERS,8.63592357865951E+017,2017-05-14 03:10:37,"Actually, they are admitting that they're ! ",https://twitter.com/Pappiness/status/863553735615811585,Newsericks,1460
1665,233,,8.63593214724514E+017,2017-05-14 00:10:25,Officer William Stacy caught this starving mother stealing eggs. What did he do? Delivered two truckloads of food t… ,,SOldmixon,1458
1708,0,WhitePeople,8.63593248312377E+017,2017-05-14 03:14:09,"Nobody can pull the ""qualified"" excuse on me when we see a Congress full of only  who stink at their job. ",https://twitter.com/i/web/status/863593248312377344,ZakCMcGaugh,1456
665,0,,8.63592363016565E+017,2017-05-14 03:10:38,Did some people really need to be told that? ,https://twitter.com/sahluwal/status/863591440403673089,Gary_Walker96,1449
172,0,WhitePeople,8.635919438126E+017,2017-05-14 03:08:58,Can someone please tell me something  can do without killing themselves that's not racist at this point?,,silence_above,1442
1091,0,,8.63592727790973E+017,2017-05-14 03:12:05,He so upset that white people getting call on their bs ,https://twitter.com/PrisonPlanet/status/863527400679800834,DavisKarrissa,1441
821,84,DAFF,8.63592495409713E+017,2017-05-13 20:55:18,"""We didn't talk about race because we didn't have to. It didn't affect us."" This is very common for non-POC. … ",,cmbsweden,1438
1822,0,,8.63593357708149E+017,2017-05-14 03:14:35,Or it could be the hat ,https://twitter.com/lxrdkayy/status/863582760182657025,whats_habenin,1425
695,0,whitepeople,8.63592392573714E+017,2017-05-14 03:10:45,@KeifyG I keep tellin people one of the worst things you can do in America is tell  the truth of their history here and across the globe,https://twitter.com/i/web/status/863592392573714432,miickeytankbank,1423
214,0,,8.63591973537555E+017,2017-05-14 03:09:05,"I may not like m o s l e m s, unlike you, you racist I don't wish them dead. Hypocrite Idiot ",https://twitter.com/ResistTrump7/status/863574174081572865,OZzSue1,1419
9,0,WhitePeople,8.63591805819826E+017,2017-05-14 03:08:25,When do you think  are going to remember that they forced their language on us 🤔 ,https://twitter.com/zander9899/status/863581508438831104,mielhija,1417
1405,0,,8.6359301431226E+017,2017-05-14 03:13:14,"Fourth Reich Is among us. First of all, you mocked us, insulted us, called us racist, we'll see who raises again soon. 

 ",https://twitter.com/i/web/status/863593014312259584,rut1ger,1416
190,601,WhitePeople,8.63591957267796E+017,2017-05-13 23:29:12,I was wondering why  was trending and I see it's a bunch of WHITE SUPREMACISTS trying to hide their racism behind all white ppl,,cetsi97,1411
1000,0,WhitePeople,8.63592658098426E+017,2017-05-14 03:11:49,"@BasedElizabeth You mean picture the world without numerous genocides, Holocaust, and Colonialism.  Looks good from this side. ",,amaliik3,1405
37,0,,8.63591733765878E+017,2017-05-14 03:08:08,"Reality is that not all lives matter, this will be winner take all ",https://twitter.com/L14WS1/status/863588740677029888,altrite1,1404
1975,0,,8.63593497991033E+017,2017-05-14 03:15:09,Homophobes? ,https://twitter.com/ethrealjk/status/863592251963752448,graywolf,1401
1029,0,,8.63592677912261E+017,2017-05-14 03:11:53,I'M SO HERE FOR MUSLIM/ ISLAMIC PRIVILEGE!!! ,https://twitter.com/AmyMek/status/863529176367865856,AetherOfLove,1397
623,4,,8.63592319936844E+017,2017-05-14 03:00:33,THIS x 1000000000 ,https://twitter.com/derenicbyrd/status/863502630206623744,jaynya13,1396
1655,0,"whitepeople, people",8.63593208143544E+017,2017-05-14 03:14:00,"Im getting a little too political tonight, but at what point does the #  become . Fuck liberal/right wing. IM LOGICAL.",,YammamotoOG,1394
1144,0,WhitePeople,8.63592774280466E+017,2017-05-14 03:12:16, Last I checked the highest income earners on average in North America are Asian so what White privalge are you talking about?,,GSaint318,1393
810,11,WhitePeople,8.63592485465072E+017,2017-05-13 21:49:38, Something to consider before calling all white people racist. This hatred must stop somewhere. Everyon… ,,LoveOurPeoples,1391
1158,7,WhitePeople,8.63592791233839E+017,2017-05-13 22:10:32,"More hot  from Russia--why? Because I goddamn hate the progressive witch hunt. Eat shit, progs. ",,readwipedandble,1386
392,0,,8.63592123127542E+017,2017-05-14 03:09:41,This one is a gem of her race ,https://twitter.com/kaitlinwashere7/status/863591622977748992,V01Vod,1382
585,445,WhitePeople,8.63592283551273E+017,2017-05-13 23:18:54,In case you still think it was wrong of Hillary to call Trump supporters deplorables...click through the  hashtag,,harbend,1378
18,2754,WhitePeople,8.63591715982238E+017,2017-05-13 22:43:05,"Democrats used to demonize blacks. Then, Native Americans. Now it's . Dems thrive on social hatred. They manufacture it. -VJ",,winegirl73,1375
1702,0,whitepeople,8.63593246244602E+017,2017-05-14 03:14:09,@DebunkRacistH8 IT IS offensive to  though. Stand a viable candidate next time!,,murph125,1374
1903,0,,8.63593429883916E+017,2017-05-14 03:14:53,"must be nice to know exactly where you came from, because most african americans don't have that privilege ",https://twitter.com/irmahinojosa_/status/863584204285661184,_moneymoee,1370
21,26,"WhitePeople, WhitePeople",8.6359172026044E+017,2017-05-14 02:22:20,"The first race to make a law against slavery was  and they were so committed to it over 360,000  died to enforce it.",,VILLA504BEEZY,1368
44,72,WhitePeople,8.63591739252257E+017,2017-05-14 02:32:29,"Oh no!!! I'm doing the OK symbol and I'm white 👌🏼 I must be a white supremacist in liberals eyes 😂😂😂
 ",,shooberto,1365
111,60,,8.63591885121761E+017,2017-05-14 00:26:00,this tweet smells like boiled hotdogs and American cheese. ,https://twitter.com/GrantJKidney/status/863536993791348736,_cuntastic,1362
2001,0,,8.63593514407428E+017,2017-05-14 03:15:13,I'm German &amp; English.. and a a global minority.. never will I not be proud of my heritage or be ashamed of being white.. ,https://twitter.com/i/web/status/863593514407428096,American2r26,1358
17,0,WhitePeople,8.63591814422557E+017,2017-05-14 03:08:27,Have y'all read the  hashtag. LMFAO. Acting like their is racism against whites. Bye.,,torisparksxo,1357
2075,1,Racism,8.63593570472649E+017,2017-05-14 03:06:40,There is far more  from the Left than the right. ,https://twitter.com/PrisonPlanet/status/863537657363738624,AZInformer,1354
1273,71,WhitePeople,8.63592894384361E+017,2017-05-14 00:22:37, who don't like hashtags about white people are the snowflake white people who need to actually learn about white people.,,annaboo7998,1344
836,0,"Resistance, Liberals",8.63592511083827E+017,2017-05-14 03:11:14,"THAT'S THE HASHTAG THEY ARE USING‼️‼️
MINDS OF A CULT‼️‼️   ❄️ ",https://twitter.com/TheMarkRomano/status/863531363122769924,GloriaBudde,1342
1365,0,WhitePeople,8.63592970410447E+017,2017-05-14 03:13:03,"McDonalds gives out 'Free coffee w/ a whitey' discount cards if anyone needs a pick-me-up

This tweet brought to you by the  tag",,HoorayBacon,1341
1011,0,,8.63592664842809E+017,2017-05-14 03:11:50,An exact visual as to why Trump won. Thanks for securing 2020 for him. ,https://twitter.com/PrisonPlanet/status/863537657363738624,FuckenCannarsa,1332
449,202,whitepeople,8.63592170170839E+017,2017-05-13 23:50:16,Blaming  who are alive today for slavery is like blaming your great great grandparents who you never met for your own stupidity,,FUNKYFreshWS6,1331
246,0,WhitePeople,8.63592004147708E+017,2017-05-14 03:09:13,"I'm a proud Christian white man, married to a woman of Mexican descent. 

",,JackCarsrudJr,1328
2035,0,WhitePeople,8.63593537329353E+017,2017-05-14 03:15:18,"Glad somebody finally created a  on Twitter, because that's a completely uncontroversial topic.",,OldSchoolfan12,1324
1002,0,WhitePeople,8.63592658945667E+017,2017-05-14 03:11:49, go to bed ,,PencesGreyHair,1319
305,5,WhitePeople,8.63592040269009E+017,2017-05-14 02:53:09,"Yeah, actually we can.   freed the slaves and crushed Hitler. ",https://twitter.com/heidilovesdave/status/863587476195102720,RPZak0,1317
1761,0,,8.63593298585424E+017,2017-05-14 03:14:21,WHAT IN THE TRUMP TRASH .... ,https://twitter.com/irmahinojosa_/status/863584204285661184,devonlevesque_,1313
994,0,whitepeople,8.63592651748147E+017,2017-05-14 03:11:47,"So... , here's an idea: how about we stop defending for a sec, &amp; pay attention. Just listen &amp; learn? 👇🏼 ",https://twitter.com/reignofapril/status/863580143360647168,rachel_j_clift,1312
51,73,WhitePeople,8.63591745640165E+017,2017-05-13 21:12:51,Planned Parenthood continues to kill FAR more people of color than they do  ,,GingerMarple,1305
1468,0,,8.63593063087829E+017,2017-05-14 03:13:25,Bless! 😫✊ ,https://twitter.com/RealVinnieJames/status/863525030449295360,AetherOfLove,1302
383,0,WhitePeople,8.63592115288383E+017,2017-05-14 03:09:39,Annnd today we further divide the races. ,,Jeff_Mansen,1300
1683,0,WhitePeople,8.6359323398452E+017,2017-05-14 03:14:06,I hate all of you  ,,gooberfat,1292
1938,0,,8.63593465061548E+017,2017-05-14 03:15:01,We gonna act like the baby ain't about to drink bleach? ,https://twitter.com/ian_mckelvey/status/863547009520750592,Wonder_Kid4,1286
51,34,WhitePeople,8.63591839714226E+017,2017-05-14 00:13:38,Most  aren't all that privileged. Everyone has their advantages and disadvantages and it has nothing to do with race.,,nicc44,1284
937,0,WhitePeople,8.63592602653819E+017,2017-05-14 03:11:35,Without  Our Country Will Become A Third World Country. ,,GenaroPerez,1283
1756,96,WhitePeople,8.6359329285582E+017,2017-05-14 00:03:18,  How White People live in South Africa so they don't get murdered while in their own homes. ,,RedPilled88,1275
2024,0,,8.63593528785613E+017,2017-05-14 03:15:16,Also why he use Wikipedia that website not even school approval anymore and that's really saying something cuz the school system is trash ,https://twitter.com/i/web/status/863593528785612800,DavisKarrissa,1273
1633,1,beproudofwhoyouare,8.63593189978059E+017,2017-05-14 03:07:43,Are awesome 👏 get to know them. Proud to be one and of Irish 🍀 and Scottish descent. 🙏🇺🇸😉👍😘😍💃🌹👌 ,,EnvyMeGreatly,1271
1882,1,whitepeople,8.63593414478238E+017,2017-05-14 02:35:00, best people,,DaimonLord,1268
647,376,WhitePeople,8.63592349603156E+017,2017-05-13 21:15:58,The most truth I've ever heard from a white man.  ,,RamelSeven,1258
56,25,WhitePeople,8.63591747414352E+017,2017-05-14 01:59:03,"When  claim they're ancestors freed slaves but conveniently forget over 50,000 BM died in the Civil War… ",,jansco3283,1250
1344,0,,8.63592953381622E+017,2017-05-14 03:12:59,"Fact that ur white, wearing a MAGAt hat, and u know that's a white supremacist gang sign seems to say it all!   ",https://twitter.com/i/web/status/863592953381621761,PPapaPolitics,1245
2067,50,Whitepeople,8.63593566366425E+017,2017-05-14 01:05:03, is trending. Somewhere a SJW is making the case that ALL whites are bad... while telling them not to generalize other races ;),,ddrm2017,1243
2013,0,,8.63593519709131E+017,2017-05-14 03:15:14,Oops.. it was also altered by white people. Thanks for playing ,https://twitter.com/hoefunk/status/863592799534448640,Imperfect10n,1237
8,341,WhitePeople,8.63591703424496E+017,2017-05-14 02:08:39,"I am proud to be a white Christian male. 

",,larrydb86,1236
119,162,WhitePeople,8.6359188877074E+017,2017-05-13 23:25:55,"Picture a world without any . 

No, literally picture it... ",,LoveOurPeoples,1235
307,68,WhitePeople,8.63592042060018E+017,2017-05-14 01:13:14, don't riot in the streets when a cop shoots a white person.,,Mindy4110,1221
7,0,"Eurovision, UFC211, Portugal, WhitePeople",8.63591702577136E+017,2017-05-14 03:08:01,"Obama: ""We're Training ISIL""   i   ",http://www.youtube.com/watch?v=p2NkjNvwuaU,TrishaSuprabhat,1220
43,0,"Eurovision, UFC211, Portugal, WhitePeople",8.63591738778059E+017,2017-05-14 03:08:09,George Soros wants to bring down Europeâ€™s borders   i   ,http://hwww.youtube.com/watch?v=FGi_e3RDbeQ,TopzShriraj,1216
746,0,whitepeople,8.63592434160239E+017,2017-05-14 03:10:55,"""Don't poke the bear"" when  get angry, countries get taken over, people get put in chains, gas chambers, climate changes. 🙅🏾‍♂️ ",https://twitter.com/i/web/status/863592434160238597,TBoulderbone,1215
283,18,WhitePeople,8.63592029971808E+017,2017-05-14 02:13:14,"If you wanna know why trump won
Just look at   trending 
Blatant anti white hatred has caused them to vote for their survival",,richdiet_mel,1211
678,16,"Nascar, WhitePeople",8.63592377080042E+017,2017-05-14 00:49:30,"When J.J. Watt, , &amp;  all trend at the same time, you know it's a good day.",,pkellyshock,1210
96,0,vision,8.6359186781168E+017,2017-05-14 03:08:40,"Trump was right. 
Civil war didn't have to happen.

 ",https://twitter.com/Stevenwhirsch99/status/863530686929670146,iamThebot,1209
483,1,WhitePeople,8.63592201061777E+017,2017-05-14 03:08:19, YOU ARE FUCKING BAD-ASS ,,gbmrhino,1207
39,23,Whitepeople,8.63591831463973E+017,2017-05-14 02:13:28,This never gets old ! @TruePat25 I'm dying bro ! 😂😂😂😂  ,https://twitter.com/TruePat25/status/863571309401387009,papjimsun,1188
29,34,WhitePeople,8.63591725037748E+017,2017-05-14 01:26:12,"For some little kids, President Trump is their first white president ",,JoCastiglione,1186
10,103,,8.63591708923093E+017,2017-05-13 23:55:33,People immigrate to predominantly white countries because that's the only way to benefit from the resources you sto… ,,hummingrain,1180
15,0,WhitePeople,8.63591812773978E+017,2017-05-14 03:08:27,@Rambobiggs Damn proud to be a white male!  My white privilege is to trigger mental libtards with fact not fiction!,,alpha_broder,1175
1056,1,whitepeople,8.63592704956965E+017,2017-05-14 02:12:09,That moment  find out the black women is god ,,Ashamed2BeWhite,1173
398,2,WhitePeople,8.63592126067638E+017,2017-05-14 01:57:48," sad thing is,liberal white ppl are stoking the fire, cause they don't want to be called racist, even then, they still are lol",,RicksRant,1171
1300,24,WhitePeople,8.63592917448917E+017,2017-05-14 02:33:04,I see  trending and I'm just like ,,OtherMomo,1169
54,133,WhitePeople,8.63591842528592E+017,2017-05-14 00:43:41,Dear  thank you for landing a man on the moon and returning him to Earth safely. ,,greg_a_elliott,1158
1595,0,WhitePeople,8.63593163532915E+017,2017-05-14 03:13:49," SAVED the Entire World, more than once...",,LauraWilsonGal,1157
36,287,,8.63591826061631E+017,2017-05-13 23:34:01,I am a proud white Christian conservative &amp; I have not one iota of white guilt. I love being Deplorable… ,,wildmaresnw_b,1153
991,1,,8.63592649772736E+017,2017-05-14 02:31:13,"If I wasn't White, I would hate White people too!😂 ",https://twitter.com/bakedalaska/status/863576762801717252,AnnaApp91838450,1147
1914,1,WhitePeople,8.63593438981362E+017,2017-05-14 02:34:38,"Dear ...

Have a Dr. Pepe! ",,DaimonLord,1144
551,0,,8.63592251963752E+017,2017-05-14 03:10:12,the only good thing about this tag trending is that all the closeted racists and homophobes are getting exposed  ,https://twitter.com/i/web/status/863592251963752448,ethrealjk,1135
489,0,whitepeople,8.63592207869149E+017,2017-05-14 03:10:01,@eazylori The people dogging white people and getting mass amounts of retweets are using bots. LLOL.  ,,pamleahh,1133
1079,0,,8.63592721226891E+017,2017-05-14 03:12:04,He's an elitist white French snob! He will lecture us all about diversity but will live like all hypocrites quite differently! ,https://twitter.com/i/web/status/863592721226891264,AndrewManagh,1131
1978,2,,8.6359349917791E+017,2017-05-14 01:40:44,that lil homie in the back bout to commit sewer side ,https://twitter.com/ian_mckelvey/status/863547009520750592,MDMAzing666,1127
1358,23,WhitePeople,8.63592962793456E+017,2017-05-14 02:29:09,Your lack of melanin is not your undoing just like my blackness is not a threat to your existence    ✊🏻✊🏼✊🏽✊🏾✊🏿,,DianeQ13,1123
439,0,whitepeople,8.63592158560834E+017,2017-05-14 03:09:50,I fell off my bike today it was all  's fault,,chase_wsu,1110
506,23,,8.6359221803205E+017,2017-05-14 02:02:45,"This liberal doesn't know that Africans were selling each other as slaves well before. Not bringing their best, fol… ",,TradCon,1104
231,0,"bigly, WhitePrincess, whiteprivelge",8.63591991610933E+017,2017-05-14 03:09:10, accomplishments. Took tremendous work and sacrifice.   Dont see you on @TIME influencers list. . ,https://twitter.com/i/web/status/863591991610933249,DaTronaldDump,1098
299,0,"WhitePeople, tcot, WhiteGenocide, AltRight, BLM",8.63592039346295E+017,2017-05-14 03:09:21,"@MarkDice Why I Hate White People - by Eric Allen Bell 

    ",https://ericallenbell.com/2017/02/11/why-i-hate-white-people/,EricAllenBell,1095
1965,0,WhitePeople,8.63593490264895E+017,2017-05-14 03:15:07,"Democrats trending ..you know, bc their racism has worked out so well in the past..RME All they have is hate &amp; bigotry.",,NeverHildabeast,1091
13,296,WhitePeople,8.63591711313994E+017,2017-05-14 00:21:46,This is  version of morgan freeman. ,,RhiannonDrewIt,1090
424,92,whitepeople,8.63592149731947E+017,2017-05-14 00:24:51,"if you want your heart to palpitate in anger, visit the  tag",,Scrotommy,1083
857,0,WhitePeople,8.63592540183966E+017,2017-05-14 03:11:21,"@LordManhatthan_ Copy/tweet:  nice to finally see a positive hashtag. As a black man, I have to say that blaming whites for everything is weak.",https://twitter.com/i/web/status/863592540183965697,BlackMesa1998,1079
388,3,"YouWillNotEraseUs, SaveLeeAndJackson, WhitePeople",8.63592120589967E+017,2017-05-14 02:57:10,"We're back! 

 
 
 ",,Frankish_Hammer,1075
493,11,WhitePeople,8.63592209924452E+017,2017-05-14 02:29:43,"Dear 

If you have eternal guilt over what happened 150 years ago

Then the problem isn't slavery

The… ",,Danturn90329501,1073
1823,0,WhitePeople,8.635933581863E+017,2017-05-14 03:14:36, &lt;&lt; this is a good hashtag to checkout because you can easily see all the white supremacists that need blocked!,,mcspocky,1070
291,0,WhitePeople,8.63592035307201E+017,2017-05-14 03:09:20,Guilty leftists  today are much worse than white leftists who owned slaves. The guilt isn't elevating any minorities.,,MuslimLTrump,1067
561,78,WhitePeople,8.63592258003771E+017,2017-05-13 21:19:55, The Act 1871 Look It Up Anything After That Act Was Done By A Corporation And Not The Republic.… ,,Harrytfoster1,1064
31,150,,8.63591728275698E+017,2017-05-14 01:56:58,I know y'all see the ba...nvm ,https://twitter.com/ian_mckelvey/status/863547009520750592,NonchalantJu_,1062
1582,0,WhitePeople,8.63593151352779E+017,2017-05-14 03:13:46,Race is a social construct and also I hate ,,RacistAnneFrank,1061
49,0,,8.63591743974932E+017,2017-05-14 03:08:11,Hellooo Hal (Shakesphere_G) ,https://twitter.com//Shakesphere_G/status/863590738822672384,giveawaytrigy,1056
1936,0,idiot,8.63593459084604E+017,2017-05-14 03:15:00,It's HILLARY🙄  ,https://twitter.com/ariccougar/status/863592973845413889,PersistResist00,1054
1073,1,WhitePeople,8.63592718261473E+017,2017-05-14 02:52:36, hastag has white people going full fledged white supremacist. Lol.,,JDVandersnoot,1046
60,44,WhitePeople,8.63591752875245E+017,2017-05-14 02:19:34," invented air conditioning, automotive airbag, airplane, airship, alphabet and so much more",,Purrpatrol,1045
77,0,,8.63591855182586E+017,2017-05-14 03:08:37,"No, Kayla, ur just white. ",https://twitter.com/lxrdkayy/status/863582760182657025,cdjulian98,1037
1221,3,WhitePeople,8.63592840118588E+017,2017-05-14 02:35:30,8 more years libtards! We are making this country great again! ,,DaimonLord,1029
376,0,,8.63592106496975E+017,2017-05-14 03:09:37,"Because the @DNC enticed them with freebies that have now enslaved them, but @realDonaldTrump like Lincoln will free them again. ",https://twitter.com/i/web/status/863592106496974848,VeteranOfUSAF,1019
25,12,WhitePeople,8.63591723397722E+017,2017-05-14 02:43:54," 

Oppressed? We ARE the oppressors. Have been for centuries. If you are White and think you are oppres… ",,Unity_Coach,1015
6,29,,8.63591805543121E+017,2017-05-14 02:06:45,"Yes, and political parties have not changed over 154 years. ",https://twitter.com/peddoc63/status/863572607152607232,Shalom555222,1012
2055,0,WhitePeople,8.63593554907673E+017,2017-05-14 03:15:22, is the worst tag I've ever seen. There is so many other things to be fighting about. Like why does Flint still have no water.,,_Farron13,1011
2122,16,WhitePeople,8.63593610880717E+017,2017-05-13 23:01:08, So thoroughly insufferable that the entire rest of the world is clamoring to come live in the societies we build.,,Rahl_Idaho,1008
823,1,whitepeople,8.6359249755725E+017,2017-05-14 03:07:34,why is  trending what yall do now,,mostdetermined1,1002
64,150,whiteprivilege,8.63591756763365E+017,2017-05-14 01:03:01,Just a little TB on  and the Clintons. Marine confronts Bill Clinton on his lying wife Hillary.… ,,OneofeachBrown,1000
1061,0,WhitePeople,8.63592707394072E+017,2017-05-14 03:12:00,Focus on character that's more important than race. Genuine hearts bring people together.  ,,RehatMannan,995
1964,0,WhitePeople,8.63593489522492E+017,2017-05-14 03:15:07,"Just as the failed presidency of obama does not mean all blacks are bad, don't judge all  by the awfulness of hilary clinton.",,AricCougar,994
1831,0,WhitePeople,8.63593369104241E+017,2017-05-14 03:14:38," hey, i just need to know who is claiming @Eminem ??",,Tbenninghofen,991
2009,1,WhitePeople,8.6359351819477E+017,2017-05-14 01:41:28,"The racist, blame  for everything, identity politics strategy is literally how you got Trumped. ",,kdkrnf,990
92,9,"JudgeJeanine, WhitePeople",8.63591865546719E+017,2017-05-14 01:38:07, digs for the truth in @FoxNews interview w me.  ,,Soul_Be_It,988
744,0,WhitePeople,8.63592433140941E+017,2017-05-14 03:10:55,@disspat On the backs of others that are not ,,ONLY1SPIRIT,975
174,0,WhitePeople,8.6359194543992E+017,2017-05-14 03:08:59,"In the 40s, Dems demonized Asians.
Until the 60s, Dems demonized African Americans.
Today, Dems demonize .
And we're deplorable?",,MillsBonn,970
1870,0,WhitePeople,8.63593404571234E+017,2017-05-14 03:14:47, have the best countries. That's where all the non whites flock to,,The_Dr_Caveman,965
1284,0,WhitePeople,8.63592904819962E+017,2017-05-14 03:12:47,I swear to fucking god all this racist  stuff Progressives are doing is just gonna create more white supremacists.,,lupemedia,960
751,0,,8.63592438690132E+017,2017-05-14 03:10:56,The comments on this shows how whacked people are. 👌👌👌👌👌 ,https://twitter.com/lxrdkayy/status/863582760182657025,MiddleUSA,943
690,0,WhitePeople,8.63592388937363E+017,2017-05-14 03:10:44,"Proud of my culture, Proud of my people's history. B4 America there was no end to slavery in sight. Slavery? We shut it down ",,NotATrollololo,939
1774,0,WhitePeople,8.63593314678973E+017,2017-05-14 03:14:25, WARNING: *zombie alarms in movie rings*** 😷😷😷😷😷😷😷😷😷😈😷😷😈😷😈😷😎😎😈😈😈😈😈😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷 jkjk,,Mo__vargas,937
1275,0,WhitePeople,8.63592895474835E+017,2017-05-14 03:12:45,@costlylovewins  ended slavery and that is enough.,,sadsupremacist,933
448,205,WhitePeople,8.63592169168417E+017,2017-05-14 01:41:53,"I love my whiteness. And yours.
",,rpmmasaya,932
1602,18,WhitePeople,8.63593169010774E+017,2017-05-13 23:53:26,Trying to understand why  feel so oppressed: ,,Unity_Coach,931
1515,0,whitepeople,8.63593106775605E+017,2017-05-14 03:13:36,was is  trending ,,zagthehuman,930
1368,0,whitepeople,8.63592973845414E+017,2017-05-14 03:13:04,hilary clinton is not a good role model or example of  - do not judge a whole race by how disgusting and vile she is.,,AricCougar,927
943,45,WhitePeople,8.63592609343779E+017,2017-05-14 00:24:03,", never apologize for who you are! ",,KaiserJames,926
1210,0,WhitePeople,8.63592833315475E+017,2017-05-14 03:12:30,"😒  On Being Black, 'Woke,' And Dating White People ➡️ ➡️  ",http://clasificadosformosa.com/searching/economy/2?k7b0g2f,raquelmoranow,924
250,1867,WhitePeople,8.63592008597852E+017,2017-05-13 22:52:30, is trending - which is the perfect excuse to post this again. ,,Austinhouse58,923
1046,0,WhitePeople,8.63592690763616E+017,2017-05-14 03:11:56,"Jesus,  , you are embarrassing sometimes. ",,3illSweet,919
1720,1,,8.63593261226533E+017,2017-05-14 02:34:17,Who were the ones that enslaved them again? ,https://twitter.com/stevenwhirsch99/status/863530686929670146,j_september5,914
300,165,,8.63592039828476E+017,2017-05-13 22:00:39,"Dear African Americans - he lied to you. Our common struggle is not about race, it is against unrestrained globalis… ",,CraigSt89673246,911
531,0,WhitePeople,8.63592237636227E+017,2017-05-14 03:10:08,"People assume the Black Guy Dies First in horror movies, but in actuality its the  couple that make out/have sex=1st victim.",,StriderXanthos,910
2089,0,WhitePeople,8.63593580211949E+017,2017-05-14 03:15:28," Can't we all be a part of one race, the human race.",,2020_1st,906
854,1,WhitePeople,8.6359253160242E+017,2017-05-14 02:55:45, don't own America I guess. ,,THEMALCOLMALI,905
207,35,WhitePeople,8.6359196871843E+017,2017-05-14 02:23:50, are tending! Did  @PewDiePie upload a new video? ,,kAYLOUISMAN,904
911,131,WhitePeople,8.63592587491512E+017,2017-05-13 22:04:16, our culture is so beautiful it's the stuff of fairy tales ,,RedPilled88,902
1110,0,,8.63592743746056E+017,2017-05-14 03:12:09,"They don't want to rekindle it, they literally want war with Russia!!  Just ask resident twitter lunatic @LouiseMensch ",https://twitter.com/i/web/status/863592743746056192,pauly8m3,901
1699,1,"WhitePeople, blackpeople",8.63593244592144E+017,2017-05-14 02:56:30,"Dear ,  can be racist too. So lets link up and love one another to show racism is something that doesn't exist..",,ewefunny,899
87,102,WhitePeople,8.63591862652863E+017,2017-05-14 00:27:16," were also slaves throughout history.

Don't forget what they didn't teach you in public school. ",,TheFunEndsNow,891
926,0,WhitePeople,8.63592598887428E+017,2017-05-14 03:11:35,Remember during the Obama presidency when almost EVERY SINGLE DAY  were being ridiculed and vilified on Twitter?,,dmcparson,890
315,5,,8.63592045608403E+017,2017-05-14 01:19:04,I don't have any white guilt..my ancestors fought to free slaves not buy them!! I fought hard in 60s for equal righ… ,,mike_felan,880
358,0,WhitePeople,8.63592084669964E+017,2017-05-14 03:09:32," , black people...God loves us all the same. Even if we don't",,m5drummer,879
222,1,,8.63591985642316E+017,2017-05-14 02:59:45,You do NOT speak for me. Canada will build a wall to keep us out and I don't blame them. We are deplorable.… ,,TheWhiteRose18,877
923,0,WhitePeople,8.63592593405481E+017,2017-05-14 03:11:33,"White people:  is so racist!

Twitter: wHiT3 P3oPle iS s0 RaCisT!",,Gravity_Angel,871
