0,RussiaGate,"REPORT: FBI Obtained FISA Warrant For Trump Aide, Believed He Was 'Agent Of The Russian Government'","[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Aide//I-ENTITY', u'The//B-ENTITY', u'Russian//I-ENTITY', u'Government//I-ENTITY']","FBI, FISA, Trump, Russian Government",JanKimbrough,"fbi,trump aide,the russian government","['trump aide', 'fbi', 'russian government']","fbi,trump"
282,"Trump, WTF","oh I dunno
skittering about like a blinded cockroach seems to be the Hallmark of this Administration.

",[],;,CharlizeTheroff,,[],
283,,What you need to know about former Trump adviser Carter Page,"[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","Trump,Carter Page",shift_in2_turbo,"trump,carter page","['adviser', 'carter page']","trump,carter page"
284,,Report: FBI Got FISA Warrant to Monitor Carter Page  via @thedailybeast,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Carter Page",BaskotaAyed,carter page,['fbi'],fbi
285,,.If only page could send tomahawks somewhere,[],"page,tomahawks",sunnypeaceful01,,[],
286,,Sean Spicer falling flat on his ass. Carter Page under FISA warrant. Susan Rice exonerated by Dem AND GOP lawmakers. Am I dreaming?,"[u'Sean//B-ENTITY', u'Spicer//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Susan//B-ENTITY', u'Rice//I-ENTITY', u'GOP//B-ENTITY']","sean spicer;Carter Page,FISA;Susan Rice,Dem,GOP;",EricRobertson,"sean spicer,carter page,susan rice,gop","['susan rice', 'carter page', 'sean spicer', 'gop']","sean spicer,susan rice"
287,,"Thank you, @LouiseMensch for breaking this story. I don't always agree with your politics (well, never), but YOU got the scoop.",[],;,Analogbear,,[],
288,,Let me get this straight. The left is cheering the unmasking of private citizen Carter Page ? This should scare the hell out of you.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",;Carter Page;,TespGames,carter page,['carter page'],carter page
289,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page. Cause to believe he was agent of Russia,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']","FBI,FISA,Trump,Carter Page;Russia",richardlorello,"fbi,trump,carter page,russia","['adviser', 'russia', 'carter page', 'fbi']","fbi,fisa,trump,carter,russia"
290,,.......he can lead the @fbi to big &amp; bigger elephants in room.,[],;,jcbriones,,['fbi'],
291,,"Reporter's reaction to Sean Spicer on Hitler - equally applicable to Carter Page's ""I'm basically MLK"" fuckery.","[u'Sean//B-ENTITY', u'Spicer//I-ENTITY', u'Hitler//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","sean spicer,Hitler,Carter Page,MLK",MsEntropy,"sean spicer,hitler,carter page","['carter page', 'sean spicer', 'reporter']","sean spicer,hitler,carter"
292,,"""...carter...page...now theres a name i havent heard in years..""",[],carter;page;,darth,,[],
293,,"So the plot thickens, another Russian Agent, Carter Page, and we knew about Mike Flynn, can't wait to see ALL fall on Trump's lap.","[u'Russian//B-ENTITY', u'Agent//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Mike//B-ENTITY', u'Flynn//I-ENTITY', u'Trump//B-ENTITY']","russian,Russian Agent,Carter Page,Flynn, Mike Flynn,Trump",cpv820_valente,"russian agent,carter page,mike flynn,trump","['carter page', 'mike flynn']",mike
294,,FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","Carter Page,FBI,FISA,",House_Insider,carter page,"['carter page', 'fbi', 'adviser']","fbi,fisa"
295,,"""Our of our advisors was maybe a Russian intelligence asset"" is what passes for pro-Trump spin.",[],Russian intelligence,stanveuger,,"['russian intelligence', 'advisors']",
296,,@funder Didn't Jeff Sessions recommend Carter Page for the Trump campaign/administration??,"[u'Jeff//B-ENTITY', u'Sessions//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","Jeff Sessions,Carter Page,Trump",SandraPitts14,"jeff sessions,carter page",['carter page'],"jeff sessions,trump"
297,,ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN? My money's on Carter Page.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","TRUMP,RUSSIAN;Carter Page",DianaCialino,carter page,[],carter page.
298,,"if you had carter page on your ""fisa warrant bingo"" card, please step up and collect your winnings","[u'carter//B-ENTITY', u'page//I-ENTITY']","Carter Page,fisa,",mgerrydoyle,carter page,['carter page'],
299,,My president fired $80m of missiles to change the narrative and all I got was Carter Page trending.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,JohnFugelsang,carter page,"['carter page', 'president']",
300,,@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others. They're traitors for the obfuscation.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page;,ColoradoHeathen,carter page,['carter page'],carter
301,,"@RVAwonk And it was Carter Page, like I thought!!!","[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,Utleyjacobite,carter page,['carter page'],carter
302,trumprussia,"FBI believed Page ""engaged in clandestine intel activities on behalf of Moscow""

This is gettin good
","[u'FBI//B-ENTITY', u'believed//I-ENTITY', u'Page//I-ENTITY', u'Moscow//B-ENTITY']","FBI,Page,Moscow;",karelvetrovec,"fbi believed page,moscow","['fbi', 'moscow']",fbi
303,,"@JSteria @LilMsgss Sessions too.≡ƒæç≡ƒÅ╝

",[],,Tam_Resist,,[],
304,,"""Since the 90-day warrant was first issued, it has been renewed more than once by the FISA court, the officials said",[],fisa court,jwomack,,['fisa court'],
305,,@seanhannity The LATEST news is Nunes is a proven liar and Carter Page is a foreign operative.,"[u'Nunes//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","Nunes,Carter Page",EunuchTrump,"nunes,carter page","['carter page', 'a foreign operative', 'the latest news']","nunes,carter page"
306,"FBI, FISA, Trump, CarterPage"," obtained  warrant to monitor former  adviser  

",[],,Spam4Trump,,['adviser'],
307,,Looks like there is something there.,[],,Tweetypot,,[],
308,,.Faaaaaaaaaaaaaaaacts,[],,sunnypeaceful01,,[],
309,"Trumprussia, TheResistance, russiagate",I'm soooo excited!!!,[],,RJG507089,,[],
310,,"As stated previously, collusion at the top of the trump presidential run was and still is grounds for impeachment!
",[u'trump//B-ENTITY'],trump,RudyTejano,trump,[],
311,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read....,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'The//B-ENTITY', u'Washington//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",tahoecalif,"fbi,trump,carter page,the washington","['the washington post', 'fbi', 'adviser', 'carter page']","fbi,fisa,trump"
312,,@oreillyfactor Trump advisor under investigation for colluding with Russia. A LEGAL FISA warrant.,"[u'Trump//B-ENTITY', u'Russi//B-ENTITY']","Trump,Russia;FISA,",bercbon4,"trump,russia","['russia', '@oreillyfactor trump advisor']",trump
313,,Top News: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Washington//B-ENTITY', u'Post//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",FlabinAlert,"fbi,trump,carter page,washington post","['washington post', 'fbi', 'washington post', 'adviser', 'carter page']","fbi,fisa,trump,carter page - washington post"
314,,@HeyTammyBruce FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary! Carter Page,"[u'FBI//B-ENTITY', u'Hillary//B-ENTITY', u'Andrew//B-ENTITY', u'McCabe//I-ENTITY', u'Donald//B-ENTITY', u'Trump//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Hillary,Andrew McCabe,Lynch/Obama/Rice,Trump, Donald Trump;Carter Page",glennyork,"fbi,hillary,andrew mccabe,donald trump,carter page","['carter page', 'fbi', 'andrew mccabe']","fbi,andrew mccabe,donald trump"
315,,Imagine if Hillary had so many Russian ties.  Imagine if she had so many people in her campaign linked to Putin himself,"[u'Imagine//B-ENTITY', u'Hillary//B-ENTITY']","Hillary,Russian;Putin",colin_havens,"imagine,hillary",['putin'],"hillary,putin"
316,,Dude.,[],,katherinemiller,,[],
317,,This is really fucking incredible. One does not simply walk into FISA Court with mere suspicions.,"[u'FISA//B-ENTITY', u'Court//I-ENTITY']",;FISA,lakefxdan,fisa court,['fisa court'],fisa court
318,,Still is?,[],,ofpeopl,,[],
319,,But remember the real issue is the leaks from Obama officials that may or may not have happened,[u'Obama//B-ENTITY'],Obama,Steven_Strauss,obama,[],obama
320,,"World News; ""FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post""","[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Washington//B-ENTITY', u'Post//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",Ubertr0_nNub,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'carter page', 'fbi']","fisa,trump,carter page,washington"
321,"resist, trumprussia","BREAKING: There's smoke, &amp; now fire. FBI rec'd FISA warrant to watch DT advisor Carter Page.","[u'DT//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']",";FBI,FISA,Carter Page",BanditRandom,"dt,carter page","['fbi', 'carter page', 'dt advisor']","fbi,carter page."
322,,"When will he sing?
Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser |","[u'Carter//B-ENTITY', u'Page//I-ENTITY']",";Carter Page,FBI,FISA,",criticalblah,carter page,"['adviser', 'carter page', 'fbi']","fbi,fisa"
323,,FBI received warrant to monitor Trump adviser Carter Page: report,"[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Trump,Carter Page",AmericanCFLFan,"trump,carter page","['carter page', 'fbi', 'trump adviser']","fbi,trump,carter"
324,,"How about some American news? If you are looking for topics, there's Holocaust Centers, Nunes and Carter Page, @oreillyfactor","[u'Holocaust//B-ENTITY', u'Centers//I-ENTITY', u'Nunes//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","American;Holocaust Centers,Nunes,Carter Page",therepublitard,"holocaust centers,nunes,carter page","['nunes', 'carter page']",carter
325,,@morninggloria may want to focus on this one tho:,[],,the1duncan,,[],
326,,"trump is going down, trump is going down, trump is going down",[],"trump,trump,trump",KnowYourObama,,[],
327,,"QUESTION: ""Announcing your foreign policy team shortly Any you can share with us?""

TRUMP: ""Carter Page, PhD","[u'TRUMP//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']",";TRUMP,Carter Page",OscarNunezLA,"trump,carter page","['carter page, phd']",
328,,"Oh, I dunno, maybe two toddlers with nukes off the Korean Peninsula and one of them has had a really bad day?","[u'Korean//B-ENTITY', u'Peninsula//I-ENTITY']",The Korean Peninsula,revanner,korean peninsula,['the korean peninsula'],korean peninsula
329,,@LouiseMensch FISA warrant was issued on Carter Page ... breaking on MSNBC,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'MSNBC//B-ENTITY']","FISA,Carter Page,MSNBC",KarenBlumentha1,"carter page,msnbc",['msnbc'],msnbc
330,,Devin Nunes and Carter Page stories hitting at the same time ... expect an AM potus tweet storm... or we bomb Syria again ≡ƒñö,"[u'Devin//B-ENTITY', u'Nunes//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Syria//B-ENTITY']","Nunes,Devin Nunes,Carter Page;;Syria",JamBrandMrktng,"devin nunes,carter page,syria","['carter page', 'syria', 'devin nunes']","devin nunes,carter page,syria"
331,reeee,"Trump: ""We are not going into Syria"". Media: ""SEAN SPICER IS AN ANTI SEMITE HOLOCAUST DENIER AND CARTER PAGE IS A RUSSIAN AGENT!!!""","[u'Syria//B-ENTITY', u'SEAN//B-ENTITY', u'SPICER//I-ENTITY', u'CARTER//B-ENTITY', u'PAGE//I-ENTITY']","Trump,Syria;sean spicer,HOLOCAUST DENIER,Carter Page,russian,RUSSIAN AGENT",atkhelo,"syria,sean spicer,carter page","['carter page', 'syria']","spicer,carter"
332,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post NOTHING TO C HERE FOLKS!,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'The//B-ENTITY', u'Washington//I-ENTITY', u'Post//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",SallySellers54,"fbi,trump,carter page,the washington post","['fbi', 'the washington post', 'carter page', 'adviser']","fbi,fisa,trump,washington post"
333,"tcot, news, variety","   Carter Page, Former Trump Adviser, Monitored Last Summer By FBI Over Russian Contacts","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'FBI//B-ENTITY']","Carter Page,Trump,FBI,Russian",littlebytesnews,"carter page,fbi","['carter page', 'fbi', 'adviser']","carter,fbi"
334,TrumpRussiaCollusion,FISA court granted FBI authority to monitor Trump adviser Carter Page during campaign:,"[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FISA,FBI,Trump,Carter Page",4citkane,"trump,carter page","['fbi', 'carter page', 'adviser', 'fisa court']","fbi,trump"
335,,@KeithOlbermann So Does This Mean The FBI Was Listening to Every Conversation PAGE Had....TRUMP Loved Carter Page. ..Interesting? ?????,"[u'Conversation//B-ENTITY', u'PAGE//I-ENTITY', u'TRUMP//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,PAGE;TRUMP,Carter Page;",Bulldawg2482,"conversation page,trump,carter page","['fbi', 'carter page']",fbi
336,,"FBI obtained FISA warrant to monitor former Trump adviser Carter Page
","[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page",rxflg,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page"
337,finance,FBI had FISA warrant to snoop on ex-Trump adviser Carter Page: report,"[u'FBI//B-ENTITY', u'snoop//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Carter Page",financeprnews,"fbi,snoop,carter page","['fbi', 'carter page', 'adviser']","fbi,carter"
338,"carterpage, traitortrump, Trumprussia",AND Republican FBI Director Comey REFUSED to tell voters during the election,[],"FBI,Republican FBI Director Comey,Comey,",pqpolitics,,"['fbi', 'director comey']","fbi,comey"
339,,A FISA warrant investigated Carter Page.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FISA,Carter Page",kaykas,carter page,['carter page'],carter page.
340,,Unprecedented. A federal court found probable cause an advisor to the next president of the United States was acting,"[u'United//B-ENTITY', u'States//I-ENTITY']",;United States,darlin,united states,"['an advisor', 'president of the united states was', 'united states']",united states
341,"Resist, Trumprussia","And with""Carter Page"" lets take back the peoples house @realdonaldtrump @mike_pence @jaredkushner made it Russias house","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russias//B-ENTITY', u'house//I-ENTITY']","Carter Page,Russias",Itsafairday,"carter page,russias house",[],
342,,"Carter Page comparing himself to MLK. Spicer's Hitler ""analogy."" What is going on?","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'MLK.Spicer//B-ENTITY', u""'s//I-ENTITY"", u'Hitler//I-ENTITY']","Carter Page,MLK;Spicer,Hitler;",bstrawbridge,"carter page,spicer 's hitler","['carter page', 'hitler']","carter page,hitler"
343,trumprussia,AND....in other news:  FBI did obtain a legal FISA warrant. On Carter Page. This is a big fucking deal,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA;Carter Page;",LisaMorrellRRT,carter page,['fbi'],fbi
344,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Washington//B-ENTITY', u'Post//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",lzodevelopment,"fbi,trump,carter page,washington post","['fbi', 'carter page', 'washington post', 'adviser', 'washington post']","fbi,fisa,trump,carter page - washington post"
345,"F4F, RT, news, FBI",obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Washington//B-ENTITY', u'Post//I-ENTITY']","FISA,Trump,Carter Page,Washington Post",WorldNews707,"trump,carter page,washington post","['carter page', 'washington post', 'washington post', 'adviser']","fisa,trump,carter page - washington post"
346,,Report: FISA court approved FBI's request to spy on Carter Page,"[u'FBI//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FISA,fisa court,FBI,Carter Page",hrothenb,"fbi,carter page","['fbi', 'fisa court']",
347,,this is the dumbest show on television,[],,mikescalise,,[],
348,,@KeithOlbermann Jeff Sessions recommended Carter Page for Trump campaign/admin.,"[u'Jeff//B-ENTITY', u'Sessions//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Trump//B-ENTITY']","Jeff Sessions,Carter Page,Trump",SandraPitts14,"jeff sessions,carter page,trump",['carter page'],"jeff sessions,carter page,trump"
349,,Isn't he a fucking buffoon though?,[],,AFPiedmont,,[],
350,Trumprussia,Carter Page news: Trump supporters now believe they have their proof.  now believe they have their proof.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Trump//B-ENTITY']","Carter Page,Trump;",Bernie4People,"carter page,trump",['carter page'],carter page news: trump
351,,The 90-day warrant has been renewed more than once since it was issued  via @washingtonpost,[],,terri_to,,[],
352,,@MrZeroF0 @LouiseMensch @counterchekist @level39 @conspirator0 @TeaPainUSA @MrFelt_ @FBI You refer to this i assume?,[],,anathymadevice,,['fbi'],
353,,"July visit to Moscow approved by Trump camp:

","[u'Moscow//B-ENTITY', u'Trump//B-ENTITY', u'camp//I-ENTITY']","Moscow,Trump ",ekcj1234,"moscow,trump camp","['trump camp', 'moscow']","moscow,trump"
354,DoubleStandards,"BUT HER EMAILS!  
FBI obtained FISA warrant to monitor former Trump adviser Carter Page
","[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']",";FBI,FISA,Trump,Carter Page",upanatm,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page"
355,,"""Russia wants to avoid escalating the conflict at any cost, but is prepared 4 the worst"" 

(Sean Spicer Carter Page)","[u'Russia//B-ENTITY', u'Spicer//B-ENTITY', u'Carter//I-ENTITY', u'Page//I-ENTITY']","Russia;sean spicer,Carter Page",ClubBayern,"russia,sean spicer carter page","['russia', 'sean spicer carter page']",spicer carter page)
356,"IToldYa, LoveYouObama",Carter Page is a spy  (Like we didn't already know)  he had that spy smile...,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,Elvisnmore,carter page,"['carter page', 'a spy', 'spy']",carter page
357,,"Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama. Clinton, Even Military, NSA, FBI, Your answer!","[u'FBI//B-ENTITY', u'Comey//B-ENTITY', u'Obama//B-ENTITY', u'Clinton//B-ENTITY', u'NSA//B-ENTITY', u'FBI//B-ENTITY']","FISA,Comey,Obama;Clinton,Military,NSA,FBI",MorvantCheryl,"fbi,comey,obama,clinton,nsa,fbi","['fbi', 'fbi', 'clinton', 'twitter', 'fisa court']",
358,,Carter Page gets a cellmate!,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,RodneyAnon,carter page,['carter page'],carter page
359,,@funder Carter Page is such an unhinged person. Can believe I'm saying this but is this the best Russia could find?,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']",Carter Page;Russia,jacobsfam,"carter page,russia","['carter page', 'russia']",russia
360,,FBI reportedly probed ex-Trump aide Carter Page during campaign,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Carter Page",zyiteblog,carter page,"['carter page', 'aide', 'fbi']",fbi
361,Trumprussia,"Oh my. Look it's Carter Page, once again. FISA warrant because they believe he was/is a Russian agent.","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russian//B-ENTITY']",";Carter Page;FISA,Russian",MarkCM07,"carter page,russian",['carter page'],carter
362,Maddow,Rachel  should do a special w/ all the planned segments that had to be tossed due to late-breaking Trump admin bombshells.,"[u'Rachel//B-ENTITY', u'Trump//B-ENTITY']","Rachel,Trump",lcgarbage,"rachel,trump",[],"rachel,trump"
363,,"THIS ≡ƒæç≡ƒÅ╜IS BIG!! Is anyone SURPRISED? 
IT IS PAST TIME FOR COMEY TO STEP DOWN...THEN THROW THE CUFFS ON HIM!",[],;;COMEY;,DorH84607784,,[],comey
364,,"The most infuriating part is the FBI had all this info on Trump/Russian &amp; yet Comney's presser was about Hillary's old emails.
""Carter Page""","[u'FBI//B-ENTITY', u'Trump/Russian//B-ENTITY', u'Hillary//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Trump,Russian,Comney,Hillary;Carter Page",MJGWrites,"fbi,trump/russian,comney,hillary,carter page",['fbi'],fbi
365,,@CNN Maybe Spicer's Hitler comment was used to distract from FBI FISA &amp; Carter Page..Get everyone talking about it to bury FISA lede.....,"[u'Spicer//B-ENTITY', u'Hitler//B-ENTITY', u'FBI//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","Spicer's,Hitler,FBI,FISA,Carter Page;FISA",heartofstylez,"spicer,hitler,fbi fisa,carter page","['fbi', 'carter page', 'hitler']","hitler,fbi,carter"
366,,Just like that,[],,Joenewsguy,,[],
367,,@63ClarkS @jaketapper Oh!!  Let's talk about Carter Page!!,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",;Carter Page,SalcidoKristin,carter page,['carter page'],carter page!!
368,,#NAME?,[],"FBI,FISA,Carter Page",AnywhereNews,"fbi,snoop,carter page",[],"fbi,carter"
369,,"Hey, the U.S. has secret courts.
In case you need an example of ""normalization.""",[],;U.S.,ethomasw,,['u.s.'],u.s.
370,"resist, TrumpRussia",Carter Page ...≡ƒÄ╝≡ƒÄñ and they all fall down!,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,shannychick,carter page,['carter page'],
371,,"""Carter Page"" living a America under this administration is like bad Tom Clancy novel.","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'America//B-ENTITY', u'Tom//B-ENTITY', u'Clancy//I-ENTITY']","Carter Page,America,Tom Clancy",SOLOAMERICAN76,"carter page,america,tom clancy","['america', 'tom clancy']","america,tom clancy"
372,,FBI had FISA warrant to snoop on ex-Trump adviser Carter Page: report: The FBI obtained a secretΓÇª  MARKETWATCH,"[u'FBI//B-ENTITY', u'snoop//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'FBI//B-ENTITY']","FBI,FISA,Carter Page,FBI",FinanzLinksCom,"fbi,snoop,carter page,fbi","['carter page', 'fbi', 'fbi', 'adviser']","fbi,carter,fbi"
373,,Last summer. Before the election. Before the whole October email announcement by Comey. This really is WRONG! HRC should be in the WH!,[u'HRC//B-ENTITY'],";;Comey;;HRC,WH",iamhereinmich,hrc,[],hrc
374,,carter page all like hold my beverage,"[u'carter//B-ENTITY', u'page//I-ENTITY']",Carter Page,LydiaBurrell,carter page,"['carter page', 'beverage']",
375,,"Page is a link in a very complex chain. Still a link. Not ""the"" link.",[u'Page//B-ENTITY'],Page;;,truth_trumpet,page,[],
376,CarterPage,"@maddow Wonder if the Russian spies ever got borrowed millions to hook  as discussed in Complaint, and if so, how was it used?",[],Russian,raquelgordon,,[],
377,,SYRIA STUNT.  B.S. to distract from Russia  crimes.  TRUMP STILL BEING CRIMINALLY INVESTIGATED.  WAKE UP MSM.   ≡ƒì⌐≡ƒì┐≡ƒì⌐≡ƒì½,"[u'SYRIA//B-ENTITY', u'Russia//B-ENTITY']",SYRIA;;Russia;TRUMP;MSM;,bonecho5,"syria,russia","['russia', 'syria']","syria,russia"
378,,I know @FBI is trying to get all the spies and moles but before too much damage like nukes start using the handcuffs,[],,mwdeeth,,['fbi'],
379,,You're a special flavor of stupid.,[],,sametownblues,,[],
380,,Last summer FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page",AndyMcCanse,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page"
381,,"I don't know if he can incriminate Trump, but this guy will flip quickly and sing like 387 birds:",[u'Trump//B-ENTITY'],Trump,DavidKoechner,trump,[],
382,,Carter Page on the verge of being thrown under the bus so hard he'll wish he was flying on United:,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'United//B-ENTITY']","Carter Page,United",robertcaruso,"carter page,united",['carter page'],carter page
383,,BINGO! FBI obtained FISA warrant to monitor former Cheetolini adviser Carter Page,"[u'FBI//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']",";FBI,FISA;Cheetolini,Carter Page",RuPaul,"fbi,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,cheetolini,carter page"
384,,"FBI got FISA warrant to monitor former Trump adviser Carter Page - ""probable cause...acting as agent of [Russia]""","[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']","FBI,FISA,Trump,Carter Page,Russia",EisOnMN,"trump,carter page,russia","['russia', 'fbi', 'carter page', 'adviser']","fbi,fisa,trump"
385,," Carter Page was the target of Counter-terrorism probe &amp; investor in Rosneft, the Russia oil giant &amp; Trump advisor.","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Counter-terrorism//B-ENTITY', u'Rosneft//B-ENTITY', u'Russia//B-ENTITY']","Carter Page,Rosneft,Russia,Russia oil,Trump",ClimateTalker,"carter page,counter-terrorism,rosneft,russia","['carter page', 'rosneft', 'russia', 'oil giant & trump advisor', 'oil giant']","carter page,russia"
386,,@seanhannity @FoxNews @adamhousley @oreillyfactor @TuckerCarlson @SaraCarterDC FISA'S are highly classified so this is another illegal leak,[],FISA,MyPlace4U,,[],
387,,"Comey/Nunez: But before you vote, we want to make sure you understand that duplicate Hillary emails that exonerate her have been discovered.",[u'Hillary//B-ENTITY'],"Comey,Nunez;Hillary",leemwilliams,hillary,[],hillary
388,,@DavidCornDC Wash Post breaking ... FISA warrant was issued for Carter Page by FBI,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'FBI//B-ENTITY']",";FISA,Carter Page,FBI",KarenBlumentha1,"carter page,fbi","['carter page', 'fbi']","@davidcorndc wash post,fbi"
389,,"Watch @FoxNews work to distance Trump from this--Page is a former adviser NOW, but was on staff when FBI sought warrant.","[u'Trump//B-ENTITY', u'Page//B-ENTITY']","Trump,Page,FBI",TraylorAlan,"trump,page","['fbi', 'adviser']","trump,fbi"
390,,I think these guys that sold out our country to the devil (Russia) should probably get a Darth Vader like body guard for protection.,"[u'Russia//B-ENTITY', u'Darth//B-ENTITY', u'Vader//I-ENTITY']","Russia,Darth Vader",mhg1325,"russia,darth vader","['russia', 'body guard for protection']",
391,,"Carter Page will be the primary witness for the prosecution, if he lives.","[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,3drummers,carter page,['carter page'],
392,,@mitchellvii What about Carter Page comrade?,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'comrade//I-ENTITY']",Carter Page,RealAlgerHiss,carter page comrade,['carter page'],carter page comrade?
